PUMA,NAME,variable,estimate,moe,summary_est,summary_moe,relfreq
0101304,"Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities PUMA; Alabama","Finance and insurance, and real estate, and rental and leasing",5730,486,79812,1659,0.07179371523079237
0101304,"Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities PUMA; Alabama","Professional, scientific, and management, and administrative, and waste management services",7156,617,79812,1659,0.0896607026512304
0101304,"Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities PUMA; Alabama","Educational services, and health care and social assistance",19196,950,79812,1659,0.24051521074525134
0101304,"Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities PUMA; Alabama","Arts, entertainment, and recreation, and accommodation and food services",5987,599,79812,1659,0.07501378238861324
0101304,"Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities PUMA; Alabama","Other services, except public administration",4861,420,79812,1659,0.06090562822633188
0101304,"Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities PUMA; Alabama",Public administration,4028,490,79812,1659,0.0504686012128502
0101305,"Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA; Alabama","Agriculture, forestry, fishing and hunting, and mining",671,226,51215,1624,0.013101630381724105
0101305,"Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA; Alabama",Construction,2139,335,51215,1624,0.04176510787855121
0101305,"Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA; Alabama",Manufacturing,6400,771,51215,1624,0.12496338963194377
0101305,"Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA; Alabama",Wholesale trade,1196,259,51215,1624,0.023352533437469493
0101305,"Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA; Alabama",Retail trade,5940,669,51215,1624,0.1159816460021478
0101305,"Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA; Alabama","Transportation and warehousing, and utilities",3159,477,51215,1624,0.061681148101142245
0101305,"Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA; Alabama",Information,761,208,51215,1624,0.014858928048423313
0101305,"Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA; Alabama","Finance and insurance, and real estate, and rental and leasing",4371,570,51215,1624,0.0853460900126916
0101305,"Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA; Alabama","Professional, scientific, and management, and administrative, and waste management services",4398,516,51215,1624,0.08587327931270136
0101305,"Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA; Alabama","Educational services, and health care and social assistance",12833,970,51215,1624,0.2505711217416772
0101305,"Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA; Alabama","Arts, entertainment, and recreation, and accommodation and food services",4333,675,51215,1624,0.08460411988675193
0101305,"Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA; Alabama","Other services, except public administration",2690,374,51215,1624,0.052523674704676365
0101305,"Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities PUMA; Alabama",Public administration,2324,393,51215,1624,0.04537733086009958
0101400,"Walker, Marion (South & West), Fayette & Lamar Counties PUMA; Alabama","Agriculture, forestry, fishing and hunting, and mining",1748,239,45021,877,0.03882632549254792
0101400,"Walker, Marion (South & West), Fayette & Lamar Counties PUMA; Alabama",Construction,3165,442,45021,877,0.07030052642100353
0101400,"Walker, Marion (South & West), Fayette & Lamar Counties PUMA; Alabama",Manufacturing,7733,678,45021,877,0.17176428777681527
0101400,"Walker, Marion (South & West), Fayette & Lamar Counties PUMA; Alabama",Wholesale trade,1177,231,45021,877,0.026143355323071455
0101400,"Walker, Marion (South & West), Fayette & Lamar Counties PUMA; Alabama",Retail trade,5449,508,45021,877,0.1210324070989094
0101400,"Walker, Marion (South & West), Fayette & Lamar Counties PUMA; Alabama","Transportation and warehousing, and utilities",2840,356,45021,877,0.06308167299704583
0101400,"Walker, Marion (South & West), Fayette & Lamar Counties PUMA; Alabama",Information,478,178,45021,877,0.010617267497390106
0101400,"Walker, Marion (South & West), Fayette & Lamar Counties PUMA; Alabama","Finance and insurance, and real estate, and rental and leasing",2120,329,45021,877,0.04708913618089336
0101400,"Walker, Marion (South & West), Fayette & Lamar Counties PUMA; Alabama","Professional, scientific, and management, and administrative, and waste management services",2776,379,45021,877,0.06166011416894338
0101400,"Walker, Marion (South & West), Fayette & Lamar Counties PUMA; Alabama","Educational services, and health care and social assistance",9869,727,45021,877,0.21920881366473424
0101400,"Walker, Marion (South & West), Fayette & Lamar Counties PUMA; Alabama","Arts, entertainment, and recreation, and accommodation and food services",2945,376,45021,877,0.06541391794940139
0101400,"Walker, Marion (South & West), Fayette & Lamar Counties PUMA; Alabama","Other services, except public administration",2677,348,45021,877,0.05946114035672242
0101400,"Walker, Marion (South & West), Fayette & Lamar Counties PUMA; Alabama",Public administration,2044,309,45021,877,0.04540103507252171
0101500,"Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West) PUMA, Alabama","Agriculture, forestry, fishing and hunting, and mining",1025,239,49079,1255,0.02088469610220257
0101500,"Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West) PUMA, Alabama",Construction,4216,531,49079,1255,0.08590232074818151
0101500,"Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West) PUMA, Alabama",Manufacturing,7928,767,49079,1255,0.16153548360806047
0101500,"Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West) PUMA, Alabama",Wholesale trade,1241,278,49079,1255,0.025285763768617943
0101500,"Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West) PUMA, Alabama",Retail trade,5301,637,49079,1255,0.10800953564661056
0101500,"Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West) PUMA, Alabama","Transportation and warehousing, and utilities",2524,375,49079,1255,0.05142729069459443
0101500,"Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West) PUMA, Alabama",Information,851,213,49079,1255,0.017339391593145743
0101500,"Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West) PUMA, Alabama","Finance and insurance, and real estate, and rental and leasing",2366,370,49079,1255,0.04820799119786467
0101500,"Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West) PUMA, Alabama","Professional, scientific, and management, and administrative, and waste management services",3388,452,49079,1255,0.06903156136025591
0101500,"Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West) PUMA, Alabama","Educational services, and health care and social assistance",12867,847,49079,1255,0.2621691558507712
0101500,"Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West) PUMA, Alabama","Arts, entertainment, and recreation, and accommodation and food services",2897,558,49079,1255,0.05902728254446912
0101500,"Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West) PUMA, Alabama","Other services, except public administration",2358,428,49079,1255,0.04804498869170114
0101500,"Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West) PUMA, Alabama",Public administration,2117,320,49079,1255,0.043134538193524724
0101600,"Tuscaloosa & Northport (Southeast) Cities PUMA, Alabama","Agriculture, forestry, fishing and hunting, and mining",333,125,51605,1404,0.00645286309466137
0101600,"Tuscaloosa & Northport (Southeast) Cities PUMA, Alabama",Construction,2757,443,51605,1404,0.053425055711655844
0101600,"Tuscaloosa & Northport (Southeast) Cities PUMA, Alabama",Manufacturing,7161,720,51605,1404,0.1387656234860963
0101600,"Tuscaloosa & Northport (Southeast) Cities PUMA, Alabama",Wholesale trade,839,195,51605,1404,0.016258114523786456
0101600,"Tuscaloosa & Northport (Southeast) Cities PUMA, Alabama",Retail trade,5503,601,51605,1404,0.10663695378354811
0101600,"Tuscaloosa & Northport (Southeast) Cities PUMA, Alabama","Transportation and warehousing, and utilities",2072,448,51605,1404,0.04015114814455963
0101600,"Tuscaloosa & Northport (Southeast) Cities PUMA, Alabama",Information,798,233,51605,1404,0.015463617866485806
0101600,"Tuscaloosa & Northport (Southeast) Cities PUMA, Alabama","Finance and insurance, and real estate, and rental and leasing",1981,312,51605,1404,0.03838775312469722
0101600,"Tuscaloosa & Northport (Southeast) Cities PUMA, Alabama","Professional, scientific, and management, and administrative, and waste management services",4126,548,51605,1404,0.07995349287859703
0101600,"Tuscaloosa & Northport (Southeast) Cities PUMA, Alabama","Educational services, and health care and social assistance",16019,927,51605,1404,0.310415657397539
0101600,"Tuscaloosa & Northport (Southeast) Cities PUMA, Alabama","Arts, entertainment, and recreation, and accommodation and food services",6679,698,51605,1404,0.12942544327100086
0101600,"Tuscaloosa & Northport (Southeast) Cities PUMA, Alabama","Other services, except public administration",1933,358,51605,1404,0.03745761069663792
0101600,"Tuscaloosa & Northport (Southeast) Cities PUMA, Alabama",Public administration,1404,395,51605,1404,0.027206666020734425
0101700,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties PUMA; Alabama","Agriculture, forestry, fishing and hunting, and mining",1465,300,44125,1332,0.03320113314447592
0101700,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties PUMA; Alabama",Construction,2865,390,44125,1332,0.06492917847025496
0101700,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties PUMA; Alabama",Manufacturing,8613,717,44125,1332,0.1951954674220963
0101700,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties PUMA; Alabama",Wholesale trade,469,149,44125,1332,0.010628895184135977
0101700,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties PUMA; Alabama",Retail trade,5034,536,44125,1332,0.11408498583569406
0101700,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties PUMA; Alabama","Transportation and warehousing, and utilities",2458,331,44125,1332,0.05570538243626062
0101700,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties PUMA; Alabama",Information,418,147,44125,1332,0.009473087818696884
0101700,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties PUMA; Alabama","Finance and insurance, and real estate, and rental and leasing",1768,309,44125,1332,0.04006798866855524
0101700,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties PUMA; Alabama","Professional, scientific, and management, and administrative, and waste management services",2387,314,44125,1332,0.054096317280453256
0101700,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties PUMA; Alabama","Educational services, and health care and social assistance",10537,704,44125,1332,0.23879886685552407
0101700,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties PUMA; Alabama","Arts, entertainment, and recreation, and accommodation and food services",2934,521,44125,1332,0.06649291784702549
0101700,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties PUMA; Alabama","Other services, except public administration",2479,456,44125,1332,0.05618130311614731
0101700,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties PUMA; Alabama",Public administration,2698,481,44125,1332,0.06114447592067988
0101800,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA; Alabama","Agriculture, forestry, fishing and hunting, and mining",965,194,51724,1022,0.018656716417910446
0101800,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA; Alabama",Construction,5081,557,51724,1022,0.098232928621143
0101800,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA; Alabama",Manufacturing,11297,811,51724,1022,0.21840924909133091
0101800,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA; Alabama",Wholesale trade,1431,341,51724,1022,0.027666073776196738
0101800,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA; Alabama",Retail trade,5220,516,51724,1022,0.10092026912071765
0101800,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA; Alabama","Transportation and warehousing, and utilities",2974,370,51724,1022,0.057497486659964424
0101800,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA; Alabama",Information,565,145,51724,1022,0.010923362462299899
0101800,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA; Alabama","Finance and insurance, and real estate, and rental and leasing",2578,403,51724,1022,0.04984146624390998
0101800,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA; Alabama","Professional, scientific, and management, and administrative, and waste management services",3570,391,51724,1022,0.06902018405382414
0101800,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA; Alabama","Educational services, and health care and social assistance",10037,693,51724,1022,0.19404918413115768
0101800,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA; Alabama","Arts, entertainment, and recreation, and accommodation and food services",2897,384,51724,1022,0.0560088160235094
0101800,"Chilton, Tallapoosa, Chambers & Coosa Counties PUMA; Alabama","Other services, except public administration",2663,392,51724,1022,0.05148480395947722
